"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR_M","CLOSE_HOUR_M","WEEKENDS","EVENINGS"
233,"Ngaanyatjarra Health Service"," ALICE SPRINGS 870 NT","NT",870,"ALICE SPRINGS",NaN,NaN,"TRUE","TRUE"
234,"Blue Care Brisbane Valley Community Care"," Toogoolawah 4313 QLD","QLD",4313,"Toogoolawah","0600","1800","TRUE","TRUE"
235,"Enrich Living Services (formerly HomeCare Options) - 1300 20 20 03"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH","0600","2030","TRUE","TRUE"
236,"Blue Care Callide Valley Community Care"," BILOELA 4715 QLD","QLD",4715,"BILOELA","0600","1800","TRUE","TRUE"
237,"Blue Care Gladstone Community Care"," GLADSTONE 4680 QLD","QLD",4680,"GLADSTONE","0600","1800","TRUE","TRUE"
238,"Blue Care Mackay Community Care"," MACKAY 4740 QLD","QLD",4740,"MACKAY","0600","1800","TRUE","TRUE"
239,"Blue Care Mt Isa Community Care"," MOUNT ISA 4825 QLD","QLD",4825,"MOUNT ISA","0600","1800","TRUE","TRUE"
240,"Blue Care Townsville Community Care"," TOWNSVILLE 4810 QLD","QLD",4810,"TOWNSVILLE","0600","1800","TRUE","TRUE"
241,"Blue Care Cassowary Coast Community Care (Innisfail/Tully)"," EAST INNISFAIL 4860 QLD","QLD",4860,"EAST INNISFAIL","0600","1800","TRUE","TRUE"
243,"Loyal care homecare package"," BRAYBROOK 3019 VIC","VIC",3019,"BRAYBROOK","0700","1900","TRUE","TRUE"
244,"Blue Care Gayndah Community Care & Respite Centre"," GAYNDAH 4625 QLD","QLD",4625,"GAYNDAH","0600","1800","TRUE","TRUE"
245,"Uniting AgeWell North West Community Services"," Kingsville 3012 VIC","VIC",3012,"Kingsville","0800","1730","TRUE","TRUE"
247,"Blue Care Tablelands Community Care"," MAREEBA 4880 QLD","QLD",4880,"MAREEBA","0600","1800","TRUE","TRUE"
248,"Zenitas Care"," MALVERN 5061 SA","SA",5061,"MALVERN","0600","2030","TRUE","TRUE"
249,"Shire of Manjimup Home and Community Care"," Manjimup 6258 WA","WA",6258,"Manjimup","0630","1830","TRUE","FALSE"
250,"Auspire Care - VIC"," COBURG NORTH 3058 VIC","VIC",3058,"COBURG NORTH","0500","2030","TRUE","TRUE"
251,"Home Care Nurses Australia - Brisbane North"," MOOGERAH 4309 QLD","QLD",4309,"MOOGERAH","0800","1800","TRUE","TRUE"
252,"COMMUNITY SERVICES #1/Client Services"," NARRABUNDAH 2604 ACT","ACT",2604,"NARRABUNDAH","0700","1900","TRUE","TRUE"
253,"Home Care Assistance South East Melbourne"," GLEN WAVERLEY 3150 VIC","VIC",3150,"GLEN WAVERLEY","0500","2030","TRUE","TRUE"
255,"Oxley Home Care Northern Sydney"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
256,"Oxley Home Care Northern Beaches"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
257,"Oxley Home Care Western Sydney"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1630","TRUE","TRUE"
258,"Oxley Home Care Inner West Sydney"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
259,"Oxley Home Care South West Sydney"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
260,"Oxley Home Care Eastern Suburbs Sydney"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
261,"Community Services #1 Home Care Packages"," NARRABUNDAH 2604 ACT","ACT",2604,"NARRABUNDAH","0700","1900","TRUE","TRUE"
262,"OzPol All Aged Care - Brisbane North"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
263,"OzPol All Aged Care - Brisbane South"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
264,"OzPol All Aged Care - Cabool"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
265,"OzPol All Aged Care - Logan River Valley"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
266,"OzPol All Aged Care - South Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","0800","TRUE","TRUE"
267,"OzPol All Aged Care - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
268,"All Aged Care OzPol - Brisbane North"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
269,"All Aged Care OzPol - Brisbane South"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
270,"All Aged Care OzPol - Cabool"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
271,"All Aged Care OzPol - Logan River Valley"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
272,"All Aged Care OzPol - South Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","0800","TRUE","TRUE"
273,"All Aged Care OzPol - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
274,"Bolton Clarke- RDNS Geelong"," GEELONG 3220 VIC","VIC",3220,"GEELONG","0500","2030","TRUE","TRUE"
275,"Sunny Care home service"," calamvale 4116 QLD","QLD",4116,"calamvale","0700","1700","TRUE","FALSE"
276,"OzPol Multicultural Services - Brisbane North"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
277,"OzPol Multicultural Services - Brisbane South"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
278,"OzPol Multicultural Services - Cabool"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
279,"OzPol Multicultural Services - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
280,"OzPol Multicultural Services - South Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
281,"OzPol Multicultural Services - Logan River Valley"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
282,"Multicultural Services OzPol - Brisbane North"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
283,"Multicultural Services OzPol - Brisbane South"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
284,"Beata Homecare - Khmer (Cambodian)"," Braeside 3195 VIC","VIC",3195,"Braeside","0730","1900","TRUE","TRUE"
285,"Multicultural Services OzPol - Cabool"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
286,"Multicultural Services OzPol - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
287,"Multicultural Services OzPol - South Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
288,"Multicultural Services OzPol - Logan River Valley"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
289,"Beata Homecare Southern Metro"," BRAESIDE 3195 VIC","VIC",3195,"BRAESIDE","0730","1900","TRUE","TRUE"
290,"Beata Homecare Eastern Metro"," Braeside 3195 VIC","VIC",3195,"Braeside","0730","1900","TRUE","TRUE"
291,"Beata Homecare Northern Metro"," Braeside 3195 VIC","VIC",3195,"Braeside","0730","1900","TRUE","TRUE"
292,"Beata Homecare Western Metro"," Braeside 3195 VIC","VIC",3195,"Braeside","0730","1900","TRUE","TRUE"
293,"Prestige Inhome Care Pty Ltd"," MORNINGTON 3931 VIC","VIC",3931,"MORNINGTON","0800","1730","TRUE","TRUE"
294,"Accept"," NORTH ADELAIDE 5006 SA","SA",5006,"NORTH ADELAIDE","0600","2000","TRUE","TRUE"
295,"Community First HCP Kwinana"," MEDINA 6167 WA","WA",6167,"MEDINA","0800","1900","TRUE","TRUE"
296,"Infinity QCare Home Care Provider - BRISBANE"," INALA 4077 QLD","QLD",4077,"INALA","0700","2000","TRUE","TRUE"
297,"Community Interlink - Cobram"," COBRAM 3644 VIC","VIC",3644,"COBRAM","0830","1700","TRUE","TRUE"
298,"Oxley Home Care Pittwater"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0800","1700","TRUE","TRUE"
299,"Oxley Home Care Warringah"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0800","1700","TRUE","TRUE"
300,"Oxley Home Care Manly"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0800","1700","TRUE","TRUE"
301,"Oxley Home Care Hills"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
302,"Oxley Home Care Parramatta"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
303,"Oxley Home Care Blacktown"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
304,"Oxley Home Care Liverpool"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
305,"Oxley Home Care Bankstown"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
306,"Oxley Home Care Strathfield"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
307,"Oxley Home Care Canada Bay"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
308,"Oxley Home Care Burwood"," BELROSE 2085 NSW","NSW",2085,"BELROSE","0830","1700","TRUE","TRUE"
309,"Auscare Multicultural Home, Community, & Disability Services"," STRATHFIELD 2135 NSW","NSW",2135,"STRATHFIELD","0500","0530","TRUE","TRUE"
310,"West Coast Home Care"," PORT LINCOLN 5606 SA","SA",5606,"PORT LINCOLN","0700","1900","TRUE","TRUE"
311,"Approved Home Care Provider - MCWA Complete Care"," MARIBYRNONG 3032 VIC","VIC",3032,"MARIBYRNONG","0600","2000","TRUE","TRUE"
312,"Eremea Home Care Package Provider"," ASHFIELD 2131 NSW","NSW",2131,"ASHFIELD","0830","1700","TRUE","TRUE"
313,"Home Care Packages Program - United - Spanish Latin American Welfare Centre"," MAIDSTONE 3012 VIC","VIC",3012,"MAIDSTONE","0900","1700","TRUE","TRUE"
314,"Eremea Home Care Package Provider- Inner West"," ASHFIELD 2131 NSW","NSW",2131,"ASHFIELD","0830","1700","TRUE","TRUE"
315,"Commonwealth Home Support Programme (CHSP) - United"," MAIDSTONE 3012 VIC","VIC",3012,"MAIDSTONE","0900","1700","TRUE","TRUE"
316,"Australian Croatian Community Services (Barwon South West)"," BELL PARK 3215 VIC","VIC",3215,"BELL PARK","0800","1800","TRUE","TRUE"
317,"1st Care Brisbane South"," COOPERS PLAINS 4108 QLD","QLD",4108,"COOPERS PLAINS","0700","1800","TRUE","TRUE"
318,"Taiwan Care"," EIGHT MILE PLAINS 4113 QLD","QLD",4113,"EIGHT MILE PLAINS","0700","2000","TRUE","TRUE"
319,"PresCare Community Care Townsville"," CURRAJONG 4812 QLD","QLD",4812,"CURRAJONG","0600","1800","TRUE","TRUE"
320,"Just Better Care Hills District"," HORNSBY 2077 NSW","NSW",2077,"HORNSBY","0500","2030","TRUE","TRUE"
321,"CCNB North Shore & Beaches Home Care Packages"," FRENCHS FOREST 2086 NSW","NSW",2086,"FRENCHS FOREST","0830","1800","TRUE","TRUE"
322,"Beata Homecare - Nursing Services"," Braeside 3195 VIC","VIC",3195,"Braeside","0730","1900","TRUE","TRUE"
323,"1st Care Community Package Care South Brisbane"," COOPERS PLAINS 4108 QLD","QLD",4108,"COOPERS PLAINS","0700","1800","TRUE","TRUE"
324,"First Care Community Care Package South Brisbane & Gold Goast"," COOPERS PLAINS 4108 QLD","QLD",4108,"COOPERS PLAINS","0700","1800","TRUE","TRUE"
325,"Empower Home Care"," KENSINGTON 3031 VIC","VIC",3031,"KENSINGTON","0600","2000","TRUE","TRUE"
326,"Brotherhood of St Laurence Aged Care - Home Care Packages Level 1,2,3,4"," FRANKSTON 3199 VIC","VIC",3199,"FRANKSTON","0900","1700","TRUE","TRUE"
327,"Australian Migrant Resource Centre Home Care"," ADELAIDE 5000 SA","SA",5000,"ADELAIDE",NaN,NaN,"TRUE","TRUE"
330,"Co.As.It."," LEICHHARDT 2040 NSW","NSW",2040,"LEICHHARDT","0700","1900","TRUE","TRUE"
331,"Wunda Home & Community Care Service"," ST ALBANS 3021 VIC","VIC",3021,"ST ALBANS","0900","1700","TRUE","TRUE"
332,"Uniting Goulburn North East Home Care Packages"," WANGARATTA 3677 VIC","VIC",3677,"WANGARATTA","0900","1700","TRUE","TRUE"
333,"Comfort Keepers South"," ARDROSS 6153 WA","WA",6153,"ARDROSS","0600","2030","TRUE","TRUE"
334,"Uniting Communities - Home Care Packages"," PROSPECT 5082 SA","SA",5082,"PROSPECT","0700","2000","TRUE","TRUE"
335,"Regis Home Care Tasmania - North"," LEGANA 7277 TAS","TAS",7277,"LEGANA","0830","1730","TRUE","TRUE"
336,"Regis Home Care Tasmania – South"," WARRANE 7018 TAS","TAS",7018,"WARRANE","0830","1730","TRUE","TRUE"
337,"Morrissey Homestead Inc."," Bunbury 6230 WA","WA",6230,"Bunbury","0700","1700","TRUE","TRUE"
338,"New Age Home and Community Services"," Oatlands 2117 NSW","NSW",2117,"Oatlands","0800","2000","TRUE","TRUE"
340,"ADS Care"," BAULKHAM HILLS 2153 NSW","NSW",2153,"BAULKHAM HILLS","0800","1800","TRUE","TRUE"
341,"Olive Tree Home Care"," Footscray 3011 VIC","VIC",3011,"Footscray","0900","1700","TRUE","TRUE"
342,"Prestige Inhome Care     Camberwell"," camberwell 3124 VIC","VIC",3124,"camberwell","0830","1700","TRUE","TRUE"
343,"Prestige Inhome Care Pty Ltd, Cheltenham"," Cheltenham 3192 VIC","VIC",3192,"Cheltenham","0830","1700","TRUE","TRUE"
344,"RSL Care Cairns - Bolton Clarke"," BUNGALOW 4870 QLD","QLD",4870,"BUNGALOW","0500","2030","TRUE","TRUE"
345,"Prestige Inhome Care Pty Ltd, Mornington"," MORNINGTON 3931 VIC","VIC",3931,"MORNINGTON","0830","1700","TRUE","TRUE"
346,"Burnie Brae"," CHERMSIDE 4032 QLD","QLD",4032,"CHERMSIDE","0600","2000","TRUE","TRUE"
347,"MercyCare HCP"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH","0700","1800","TRUE","TRUE"
348,"Prestige Inhome Care Pty Ltd, Geelong"," GEELONG 3220 VIC","VIC",3220,"GEELONG","0830","1700","TRUE","TRUE"
349,"Mirae Community Care Services Australia HQ"," AUBURN 2144 NSW","NSW",2144,"AUBURN","0800","1800","TRUE","TRUE"
350,"Western Homecare"," ALTONA 3018 VIC","VIC",3018,"ALTONA","0900","1700","TRUE","TRUE"
351,"Zenitas Caring Choice Pty Ltd"," MALVERN 5061 SA","SA",5061,"MALVERN","0600","2030","TRUE","TRUE"
352,"Murraylands MRC Home Care"," MURRAY BRIDGE 5253 SA","SA",5253,"MURRAY BRIDGE",NaN,NaN,"TRUE","TRUE"
353,"Prahran Mission Home Care Packages"," ARMADALE 3143 VIC","VIC",3143,"ARMADALE","0900","1700","TRUE","TRUE"
356,"Northern Area MRC Home Care"," SALISBURY 5108 SA","SA",5108,"SALISBURY",NaN,NaN,"TRUE","TRUE"
357,"MELBAR PTY LTD"," SYDNEY 2000 NSW","NSW",2000,"SYDNEY","0900","1800","FALSE","FALSE"
362,"CatholicCare Sydney"," LIVERPOOL 2170 NSW","NSW",2170,"LIVERPOOL","0600","1800","TRUE","TRUE"
363,"Multicultural Communities Council of Illawarra - Home Care Packages"," WOLLONGONG 2500 NSW","NSW",2500,"WOLLONGONG","0600","2030","TRUE","TRUE"
364,"Murray Mallee Aged Care Group Inc.- Metro Home Care Packages"," Murray Bridge 5253 SA","SA",5253,"Murray Bridge","0600","2000","TRUE","TRUE"
365,"Wise Choice In Home Care"," FAIRFIELD HEIGHTS 2165 NSW","NSW",2165,"FAIRFIELD HEIGHTS","0800","1800","TRUE","TRUE"
366,"BCD Community Care - Southern Highlands"," MITTAGONG 2575 NSW","NSW",2575,"MITTAGONG","0700","2030","TRUE","TRUE"
367,"BCD Community Care - South West Sydney"," NARELLAN 2567 NSW","NSW",2567,"NARELLAN","0700","2030","TRUE","TRUE"
368,"Home Care Packages Level 1 to 4 - Brotherhood of St Laurence Aged Care"," FRANKSTON 3199 VIC","VIC",3199,"FRANKSTON","0900","1700","TRUE","TRUE"
383,"Aged Care Brotherhood of St Laurence - Home Care Packages 1300147147"," FRANKSTON 3199 VIC","VIC",3199,"FRANKSTON","0900","1700","TRUE","TRUE"
390,"Just Better Care South East Melbourne"," DANDENONG 3175 VIC","VIC",3175,"DANDENONG","0900","1700","TRUE","TRUE"
391,"Chinese Welfare Services - 'Be a Friend' Community Program"," ADELAIDE 5000 SA","SA",5000,"ADELAIDE","0700","2030","TRUE","FALSE"
392,"EICARE"," CANTERBURY 3126 VIC","VIC",3126,"CANTERBURY","0500","2030","TRUE","TRUE"
393,"YellowBridge QLD"," TOOWOOMBA CITY 4350 QLD","QLD",4350,"TOOWOOMBA CITY","0830","1700","TRUE","TRUE"
394,"Sue's Home Care Nursing"," Mosman 2088 NSW","NSW",2088,"Mosman","0700","1900","TRUE","TRUE"
395,"Care Connect New South Wales CHSP & Home Care Package Level 1-4"," Bella Vista 3153 NSW","NSW",3153,"Bella Vista","0830","1700","TRUE","TRUE"
396,"Five Good Friends NSW"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0500","2030","TRUE","TRUE"
397,"Seniors Community Care"," SOMERVILLE 3912 VIC","VIC",3912,"SOMERVILLE","0800","1700","TRUE","TRUE"
398,"WELLWAYS  NSW"," PYMBLE 2073 NSW","NSW",2073,"PYMBLE","0600","2030","TRUE","TRUE"
399,"Five Good Friends Victoria"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0500","2030","TRUE","TRUE"
400,"Five Good Friends South Australia"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0500","2030","TRUE","TRUE"
401,"Five Good Friends QLD"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0500","2030","TRUE","TRUE"
403,"Dutiful Daughters Bondi Junction"," bondi 2022 NSW","NSW",2022,"bondi","0830","1700","TRUE","TRUE"
404,"METTA COMMUNITY CARE SYDNEY - [MCCS]"," SMITHFIELD 2164 NSW","NSW",2164,"SMITHFIELD","0900","1700","TRUE","FALSE"
405,"Helping Hands Community Care Services Pty Ltd (Doolandella)"," DOOLANDELLA 4077 QLD","QLD",4077,"DOOLANDELLA","0900","1700","TRUE","TRUE"
406,"Bolton Clarke- RDNS South Australia"," EASTWOOD 5063 SA","SA",5063,"EASTWOOD","0500","2030","TRUE","TRUE"
407,"Essential Care"," KANAHOOKA 2530 NSW","NSW",2530,"KANAHOOKA","0500","2030","TRUE","TRUE"
408,"Bolton Clarke- RDNS Western Australia"," BIBRA LAKE 6163 WA","WA",6163,"BIBRA LAKE","0500","2030","TRUE","TRUE"
409,"Absolute Care & Health Packages"," SOUTH YARRA 3141 VIC","VIC",3141,"SOUTH YARRA","0700","1800","TRUE","TRUE"
411,"Honour Care - VIC"," PRESTON 3072 VIC","VIC",3072,"PRESTON","0500","2030","TRUE","TRUE"
412,"Senior Helpers Southern Tasmania"," LAUNCESTON 7250 TAS","TAS",7250,"LAUNCESTON","0700","2000","TRUE","TRUE"
413,"Carrathool Shire Multi Service Outlet"," GOOLGOWI 2652 NSW","NSW",2652,"GOOLGOWI","0700","1900","TRUE","TRUE"
414,"LingCare Home Care"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
415,"1300660636 Home Care Nursing"," TOMAGO 2322 NSW","NSW",2322,"TOMAGO","0830","1630","TRUE","TRUE"
417,"All Care"," NORTH WOLLONGONG 2500 NSW","NSW",2500,"NORTH WOLLONGONG",NaN,NaN,"TRUE","TRUE"
418,"LingCare Home Care (Metro West) Home Care Packages Levels 1-2"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
419,"LingCare Home Care (Metro South) Home Care Packages Levels 3-4"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
420,"LingCare Home Care (Metro East) Home Care Packages Levels 1-2"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
421,"LingCare Home Care (Metro East) Home Care Packages Levels 3-4"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
422,"LingCare Home Care (Metro North) Home Care Packages Levels 1-2"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
423,"LingCare Home Care (Metro North) Home Care Packages Levels 3-4"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
424,"LingCare Home Care (Metro South) Home Care Packages Levels 1-2"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
425,"LingCare Home Care (Metro West) Home Care Packages Levels 3-4"," ASHFORD 5035 SA","SA",5035,"ASHFORD","0700","1800","TRUE","TRUE"
426,"WELLWAYS  ACT"," PHILLIP 2606 ACT","ACT",2606,"PHILLIP","0600","2030","TRUE","TRUE"
427,"The CareSide Head Office"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH","0500","2030","TRUE","TRUE"
428,"Australian Total Health Care Solution"," FITZROY NORTH 3068 VIC","VIC",3068,"FITZROY NORTH","0800","1700","TRUE","TRUE"
429,"Melbcarlton Home and Community Care"," MARIBYRNONG 3032 VIC","VIC",3032,"MARIBYRNONG","0800","1800","TRUE","TRUE"
430,"Home Instead Senior Care"," REDCLIFFE 4020 QLD","QLD",4020,"REDCLIFFE","0500","2030","TRUE","TRUE"
431,"Chrisbarnard Health Recruitment Pty Ltd"," OAKLEIGH 3166 VIC","VIC",3166,"OAKLEIGH",NaN,NaN,"TRUE","TRUE"
432,"Regal Home Health"," SYDNEY 2000 NSW","NSW",2000,"SYDNEY","0830","1730","TRUE","TRUE"
433,"WELLWAYS SOUTH QUEENSLAND"," TARINGA 4068 QLD","QLD",4068,"TARINGA","0600","2030","TRUE","TRUE"
434,"inspired aged care pty ltd"," lakemba 2195 NSW","NSW",2195,"lakemba","0930","1830","TRUE","TRUE"
435,"Comfort Care Services"," YAGOONA 2199 NSW","NSW",2199,"YAGOONA","0700","1900","TRUE","TRUE"
439,"InCasa Aged Care And Community Services"," O'Connor 6163 WA","WA",6163,"O'Connor","0700","1900","TRUE","TRUE"
440,"Mercy Community Aged Care Service"," NUDGEE 4014 QLD","QLD",4014,"NUDGEE","0600","1900","TRUE","TRUE"
441,"WELLWAYS TOWNSVILLE"," Townsville 4810 QLD","QLD",4810,"Townsville","0600","2030","TRUE","TRUE"
442,"WELLWAYS MACKAY"," MACKAY 4740 QLD","QLD",4740,"MACKAY","0600","2030","TRUE","TRUE"
444,"Guardian Network Tasmania"," HOBART 7000 TAS","TAS",7000,"HOBART","0700","2030","TRUE","TRUE"
446,"SHINE Community Services HCP"," Cottesloe 6011 WA","WA",6011,"Cottesloe","0700","2000","TRUE","TRUE"
447,"Homenursingsolutions"," KENSINGTON GARDENS 5068 SA","SA",5068,"KENSINGTON GARDENS","0500","2030","TRUE","TRUE"
448,"Prescare Community Care - Toowoomba"," SOUTH TOOWOOMBA 4350 QLD","QLD",4350,"SOUTH TOOWOOMBA",NaN,NaN,"TRUE","TRUE"
449,"Let’s Get Care – 13% Low Flat Fee"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
450,"Self Manage and Get More Services with Us"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
451,"ITSOWEL - Home Care Packages"," WOLLONGONG 2500 NSW","NSW",2500,"WOLLONGONG","0730","1800","TRUE","TRUE"
452,"Self Manage and Get More Services with us"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
453,"Lets Get Care – 13% Low Flat Fee"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
455,"Manage your own Care Workers and Services"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
456,"Manage your own Care Workers and Services."," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
457,"Get Your Free Info Kit Today – Lets Get Care 13% Fee"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
458,"Get Your Free Info Kit Today – Let’s Get Care 13% Fee."," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
459,"Get up to 50% more from your Package – Low Flat Fee"," MALVERN EAST 3145 VIC","VIC",3145,"MALVERN EAST","0900","1700","TRUE","TRUE"
