"","id","SERVICE_NAME","STREET_ST_ADDRESS","STREET_SUBURB","STREET_PCODE","STREET_STATE","MAIN_PH_NUM","WEBSITE","sfd","dem","atsi","terminal","veteran","cald","lgbti","ADDRESS","lat","lng"
"111",110,"Baptcare Hedley Sutton Community","19 CANTERBURY Road  ","CAMBERWELL",3124,"VIC","+61132278","http://www.baptcare.org.au/services/aged-care-homes/residential-aged-care-homes/camberwell-residential-aged-care","False","False","False","False","False","False","False","19 CANTERBURY Road CAMBERWELL 3124 VIC",-37.8215298,145.0623877
"112",111,"RFBI Lake Haven Masonic Village","    ","GOROKAN",2263,"NSW","+610243937666","www.rfbi.com.au","False","False","False","False","False","False","False"," GOROKAN 2263 NSW",-33.2537407,151.5106841
"113",112,"Ozcare Port Douglas Aged Care Facility"," Martin Scullett Drive  ","PORT DOUGLAS",4871,"QLD","+611800692273","https://www.ozcare.org.au/aged-care/aged-care-facilities/facilities/ozcare-port-douglas/","True","True","True","True","True","True","True"," Martin Scullett Drive PORT DOUGLAS 4871 QLD",-16.5290872,145.4740292
"114",113,"Uniting Osborne House Nowra","54-60 Osborne Street  ","NOWRA",2541,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-osborne-house-nowra","True","True","False","False","False","False","True","54-60 Osborne Street NOWRA 2541 NSW",-34.8750613,150.5992709
"115",114,"Uniting Osborne Nowra","54-60 Osborne Street  ","NOWRA",2541,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-osborne-nowra","False","False","False","False","False","False","False","54-60 Osborne Street NOWRA 2541 NSW",-34.8750613,150.5992709
"116",115,"NSW Health Residential Aged Care Facility Murrumbidgee LHD Corowa District Hospital","17 GUY Street  ","COROWA",2646,"NSW","+610260337555","NaN","True","True","False","False","False","False","False","17 GUY Street COROWA 2646 NSW",-35.9990646,146.3827508
"117",116,"Canning Lodge","6 Caprice Place  ","WILLETTON",6155,"WA","+610892310970","NaN","True","True","False","True","False","False","False","6 Caprice Place WILLETTON 6155 WA",-32.039919,115.889171
"118",117,"Stella Maris Residential Aged Care","6 Coast Avenue  ","CRONULLA",2230,"NSW","+610285221200","NaN","True","False","False","False","False","False","False","6 Coast Avenue CRONULLA 2230 NSW",-34.0616351,151.1555167
"119",118,"Warrigal Coniston","91 BRIDGE Street  ","CONISTON",2500,"NSW","+611800927744","http://www.warrigal.com.au","False","False","False","False","False","False","False","91 BRIDGE Street CONISTON 2500 NSW",-34.4373369,150.878194
"120",119,"Autumn Lodge Hostel"," Short Street  ","MACKSVILLE",2447,"NSW","+610265985000","http://nambuccavalleycare.com.au","False","True","False","True","True","False","False"," Short Street MACKSVILLE 2447 NSW",-30.7130104,152.9202497
"121",120,"Southern Cross Care Allora - Homestead","62 Forde Street  ","ALLORA",4362,"QLD","+610746663588","http://www.sccqld.com.au","True","True","True","True","False","False","False","62 Forde Street ALLORA 4362 QLD",-28.0320515,151.9802613
"122",121,"Sundale James Grimes Care Centre","35 Doolan Street  ","NAMBOUR",4560,"QLD","+610754410700","http://www.sundale.org.au","False","False","False","False","False","False","False","35 Doolan Street NAMBOUR 4560 QLD",-26.626914,152.9530785
"123",122,"The Orchards Aged Care","15 The Ridgeway   ","LISAROW",2250,"NSW","+6143288300","www.theorchardsagedcare.com.au","True","True","False","True","True","True","True","15 The Ridgeway LISAROW 2250 NSW",-33.3850931,151.3733966
"124",123,"Opal Lakeview","35A LAKEVIEW Drive  ","LAKES ENTRANCE",3909,"VIC","+610351553995","http://www.opalagedcare.com.au/our-homes/lakes-entrance-vic/","True","True","False","True","False","False","False","35A LAKEVIEW Drive LAKES ENTRANCE 3909 VIC",-37.8703091,147.9918806
"125",124,"Eyre Peninsula Old Folks Home","26-30 Flinders Highway  ","PORT LINCOLN",5606,"SA","+610886821868","NaN","True","True","False","True","False","False","False","26-30 Flinders Highway PORT LINCOLN 5606 SA",-34.7178672,135.8494667
"126",125,"Cronulla Seaside Aged Care","2 GIRRILANG Road  ","CRONULLA",2230,"NSW","+610295233430","http://www.pathways.com.au/cronullaseaside/","True","False","False","True","False","False","False","2 GIRRILANG Road CRONULLA 2230 NSW",-34.0455828,151.1585317
"127",126,"Riverside House","2 RIVER Street  ","RICHMOND",3121,"VIC","+610394279969","NaN","False","True","False","False","False","False","False","2 RIVER Street RICHMOND 3121 VIC",-37.814673,145.012354
"128",127,"RFBI Bathurst Masonic Village","200 Stewart Street  ","BATHURST",2795,"NSW","+610263322777","http://www.rfbi.com.au","False","False","False","False","False","False","False","200 Stewart Street BATHURST 2795 NSW",-33.4161738,149.5723382
"129",128,"Heywood Nursing Home","21 BARCLAY Street  ","HEYWOOD",3304,"VIC","+610355270555","NaN","True","True","True","True","True","True","True","21 BARCLAY Street HEYWOOD 3304 VIC",-38.136946,141.6247213
"130",129,"Estia Health Mudgeeraba","21-25 Old Coach Road  ","MUDGEERABA",4213,"QLD","+610755650900","http://www.estiahealth.com.au","False","False","False","False","False","False","False","21-25 Old Coach Road MUDGEERABA 4213 QLD",-28.0722766,153.3518365
"131",130,"Ballan Hostel","168 INGLIS Street  ","BALLAN",3342,"VIC","+610353681100","NaN","False","False","False","False","False","False","False","168 INGLIS Street BALLAN 3342 VIC",-37.5999532,144.2217651
"132",131,"Jack Lonsdale Lodge","232 SPENCER Street  ","SEBASTOPOL",3356,"VIC","+610353203620","http://www.bhs.org.au/aged-care","True","True","False","False","False","False","False","232 SPENCER Street SEBASTOPOL 3356 VIC",-37.605756,143.8377565
"133",132,"Bolton Clarke Glendale","431-459 Dalrymple Road  ","MOUNT LOUISA",4814,"QLD","+610747261105","NaN","False","False","False","False","False","False","False","431-459 Dalrymple Road MOUNT LOUISA 4814 QLD",-19.286003,146.7443413
"134",133,"Caravonica Waters Aged Care","11 Lake Placid Road  ","CARAVONICA",4878,"QLD","+610742556700","http://www.encorecare.com.au","True","True","True","True","True","True","True","11 Lake Placid Road CARAVONICA 4878 QLD",-16.8706504,145.6851007
"135",134,"Resthaven Port Elliot","3 FREDERIK Street  ","PORT ELLIOT",5212,"SA","+610885542000","http://www.resthaven.asn.au/care-homes/resthaven-port-elliot/","True","True","True","True","True","True","True","3 FREDERIK Street PORT ELLIOT 5212 SA",-35.529835,138.678269
"136",135,"Randwick Montefiore Home","30-36 Dangar Street  ","RANDWICK",2031,"NSW","+610283459135","http://www.montefiorehome.com.au","True","True","False","True","False","False","False","30-36 Dangar Street RANDWICK 2031 NSW",-33.906352,151.2383926
"137",136,"Mandalay Retreat","149 Wellington Street  ","CLEVELAND",4163,"QLD","+610732866879","www.mandalaycare.com.au","True","True","False","False","False","False","False","149 Wellington Street CLEVELAND 4163 QLD",-27.5085305,153.2568515
"138",137,"Australian Unity Walmsley Aged Care","500 GREEVES Drive  ","KILSYTH",3137,"VIC","+610397261200","NaN","True","True","False","False","False","False","False","500 GREEVES Drive KILSYTH 3137 VIC",-37.8053206,145.3095972
"139",138,"Ningana Retirement Village","25 HORACE Street  ","DALBY",4405,"QLD","+610746690100","www.ningana.org.au","False","False","False","False","False","False","False","25 HORACE Street DALBY 4405 QLD",-27.1733055,151.2704199
"140",139,"All Care Aged Care -The Vales","60-66 States Road  ","MORPHETT VALE",5162,"SA","+610883210100","http://www.allcareagedcare.com.au","True","True","True","True","True","True","True","60-66 States Road MORPHETT VALE 5162 SA",-35.1069032,138.5358208
"141",140,"Milton House Nursing Home","67-69 Marian Street  ","MILES",4415,"QLD","+610746285600","NaN","False","False","False","False","False","False","False","67-69 Marian Street MILES 4415 QLD",-26.6580863,150.1908151
"142",141,"Opal Abbey Gardens","69-71 CABOOLTURE RIVER Road  ","MORAYFIELD",4506,"QLD","+610754959000","http://www.opalagedcare.com.au/our-homes/morayfield-qld/","True","True","False","True","False","False","False","69-71 CABOOLTURE RIVER Road MORAYFIELD 4506 QLD",-27.1041222,152.940609
"143",142,"Caladenia Nursing Home"," Rutledge Street  ","KILMORE",3764,"VIC","+610357342155","NaN","False","False","False","False","False","False","False"," Rutledge Street KILMORE 3764 VIC",-37.3004803,144.9528104
"144",143,"Brightwater - The Cove Care Facility","35 HUDSON Drive  ","DUDLEY PARK",6210,"WA","+611300223968","http://www.brightwatergroup.com","False","False","False","False","False","False","False","35 HUDSON Drive DUDLEY PARK 6210 WA",-32.5552521,115.739205
"145",144,"Gymea Bay Aged Care","128 COONONG Road  ","GYMEA BAY",2227,"NSW","+610295244954","www.apexagedcare.com.au","True","True","False","False","False","False","False","128 COONONG Road GYMEA BAY 2227 NSW",-34.0520294,151.0837116
"146",145,"Southern Cross Care WA Joseph Cooke House","2 HOUTMANS Street  ","SHELLEY",6148,"WA","+611300669189","http://www.scrosswa.org.au","True","False","False","True","False","False","False","2 HOUTMANS Street SHELLEY 6148 WA",-32.0390943,115.8737561
"147",146,"Corangamarah","2-28 CONNOR Street  ","COLAC",3250,"VIC","+610352325436","NaN","False","False","False","False","False","False","False","2-28 CONNOR Street COLAC 3250 VIC",-38.3409565,143.5828752
"148",147,"Estia Health Kogarah","74-76 Rocky Point Road  ","KOGARAH",2217,"NSW","+611800994673","http://www.estiahealth.com.au","False","False","False","False","False","False","False","74-76 Rocky Point Road KOGARAH 2217 NSW",-33.9733702,151.1368422
"149",148,"Medina Manor Aged Care","200A SMITH Street  ","THORNBURY",3071,"VIC","+610392906400","http://www.allity.com.au/locations/medina-manor-aged-care","True","True","False","True","False","False","False","200A SMITH Street THORNBURY 3071 VIC",-37.7553195,144.9836007
"150",149,"Dorrigo Multi-Purpose Service MNC LHD","14 BEECH Street  ","DORRIGO",2453,"NSW","+610266572066","http://mnclhd.health.nsw.gov.au/","False","False","False","False","False","False","False","14 BEECH Street DORRIGO 2453 NSW",-30.3407936,152.7138117
"151",150,"Henry Kendall Aged Care","1 KALAWARRA Road  ","WYOMING",2250,"NSW","+610243231922","http://www.allity.com.au/locations/henry-kendall-aged-care","False","False","False","False","False","False","False","1 KALAWARRA Road WYOMING 2250 NSW",-33.4105309,151.366525
"152",151,"Palm Lake Care Bargara","39 Wearing Road  ","BARGARA",4670,"QLD","+611800246677","http://www.palmlakecare.com.au","True","False","False","True","True","False","False","39 Wearing Road BARGARA 4670 QLD",-24.8454272,152.4668225
"153",152,"Ian Brand Nursing Home","1231 Plenty Road  ","BUNDOORA",3083,"VIC","+6194953188","NaN","False","False","False","False","False","False","False","1231 Plenty Road BUNDOORA 3083 VIC",-37.7012551,145.0569564
"154",153,"Villa Maria Catholic Homes St Catherine's","1 CLAYTON Road  ","BALWYN",3103,"VIC","+611300845526","http://ww.vmch.com.au","True","True","True","True","False","False","False","1 CLAYTON Road BALWYN 3103 VIC",-37.805478,145.095738
"155",154,"CapellaBay Aged Care","260 Old Cleveland Road  East","CAPALABA",4157,"QLD","+610731193100","https://mckenzieacg.com","False","False","False","False","False","False","False","260 Old Cleveland Road EastCAPALABA 4157 QLD",-27.5181581,153.2013048
"156",155,"Mount Morgan Multi-purpose Health Service"," Black Street  ","MOUNT MORGAN",4714,"QLD","+610749381311","NaN","False","False","False","False","False","False","False"," Black Street MOUNT MORGAN 4714 QLD",-23.6476934,150.3919236
"157",156,"Lake Grace MPS"," Stubbs Street  ","LAKE GRACE",6353,"WA","+610898902222","NaN","False","False","False","False","False","False","False"," Stubbs Street LAKE GRACE 6353 WA",-33.10086,118.45833
"158",157,"Presbyterian Aged Care - Paddington","74 Brown Street  ","PADDINGTON",2021,"NSW","+610293611000","NaN","False","False","False","False","False","False","False","74 Brown Street PADDINGTON 2021 NSW",-33.8812894,151.2263614
"159",158,"Victorian Elderly Chinese Hostel","77 HURTLE Street  ","ASCOT VALE",3032,"VIC","+6193708288","NaN","False","False","False","False","False","False","False","77 HURTLE Street ASCOT VALE 3032 VIC",-37.7742248,144.9060042
"160",159,"Avoca Nursing Home","10 TEMPLETON Street  ","AVOCA",3467,"VIC","+610354610483","http://ww.mdhs.vic.gov.au","True","False","False","False","False","False","False","10 TEMPLETON Street AVOCA 3467 VIC",-37.0922005,143.4678593
"161",160,"The Manor Complex","2 Guy Street  ","KINGS MEADOWS",7249,"TAS","+610363452101","www.myonecare.com.au","False","False","False","False","False","False","False","2 Guy Street KINGS MEADOWS 7249 TAS",-41.4656218,147.1537238
"162",161,"Opal Anita Villa","2 PENAULT Avenue  ","KATOOMBA",2780,"NSW","+610247800600","https://www.opalagedcare.com.au/our-homes/opal-anita-villa-nsw/","False","False","False","False","False","False","False","2 PENAULT Avenue KATOOMBA 2780 NSW",-33.7123729,150.315026
"163",162,"Rosary Home","138 Odessa Avenue  ","KEILOR DOWNS",3038,"VIC","+610393677722","NaN","False","False","False","False","False","False","False","138 Odessa Avenue KEILOR DOWNS 3038 VIC",-37.7155007,144.8062049
"164",163,"Northridge","44 HOLBERTON Street  ","ROCKVILLE",4350,"QLD","+610746874800","http://www.lutheranservices.org.au/aged-care/our-locations/salem-northridge-salem-toowoomba/","False","False","False","False","False","False","False","44 HOLBERTON Street ROCKVILLE 4350 QLD",-27.5373903,151.937644
"165",164,"Holland Park Aged Care","21 Birdwood Road  ","HOLLAND PARK WEST",4121,"QLD","+610734214000","http://ww.cpsmcare.com.au","False","False","False","False","False","False","False","21 Birdwood Road HOLLAND PARK WEST 4121 QLD",-27.5149567,153.0547392
"166",165,"Remembrance Village","50-56 MCKELL Avenue  ","MOUNT AUSTIN",2650,"NSW","+610269255717","http://www.rsllifecare.org.au","True","True","False","False","True","False","False","50-56 MCKELL Avenue MOUNT AUSTIN 2650 NSW",-35.1365715,147.3473414
"167",166,"Leahurst Home For Aged Trained Nurses","502 MAGILL Road  ","MAGILL",5072,"SA","+6183318142","NaN","False","False","False","False","False","False","False","502 MAGILL Road MAGILL 5072 SA",-34.9137605,138.6695563
"168",167,"Jindalee Aged Care Residence","22 Endeavour Street  ","JINDALEE",4074,"QLD","+610733609011","http://tricare.com.au/aged-care-locations/jindalee-aged-care-residence/","True","True","False","True","True","False","False","22 Endeavour Street JINDALEE 4074 QLD",-27.5433141,152.9400875
"169",168,"Mercy Community Services - Emmaus","131 Queens Road  ","NUDGEE",4014,"QLD","+610732609555","http://agedcare.mercycs.org.au","True","True","False","True","False","False","False","131 Queens Road NUDGEE 4014 QLD",-27.3611975,153.0922835
"170",169,"Ashman Grove Aged Care Hostel","58 CHIEF Street  ","BROMPTON",5007,"SA","+610883466519","NaN","True","False","False","True","False","False","False","58 CHIEF Street BROMPTON 5007 SA",-34.9000155,138.5771691
"171",170,"Aubrey Downer Aged Care","23 Sunnyside Avenue  ","POINT CLARE",2250,"NSW","+610243242068","http://www.hallprior.com.au","True","True","True","False","True","False","True","23 Sunnyside Avenue POINT CLARE 2250 NSW",-33.4393194,151.3151349
"172",171,"IRT Moruya","35-39 River Street  ","MORUYA",2537,"NSW","+61134478","NaN","False","False","False","False","False","False","False","35-39 River Street MORUYA 2537 NSW",-35.9050524,150.0731587
"173",172,"Annie Bryson McKeown Lodge","2 ANGOVE Road  ","SPENCER PARK",6330,"WA","+610898412349","https://www.roshana.com.au","False","False","False","False","False","False","False","2 ANGOVE Road SPENCER PARK 6330 WA",-35.00975,117.90207
"174",173,"Embracia Reservoir","65 GLASGOW Avenue  ","RESERVOIR",3073,"VIC","+61039465555","http://www.embraciavic.com.au","False","True","False","False","False","False","False","65 GLASGOW Avenue RESERVOIR 3073 VIC",-37.703449,144.9990294
"175",174,"Homestyle Sea Views Manor","77-79 TAREEDA Way  ","OCEAN GROVE",3226,"VIC","+610352562866","http://www.homestyleagedcare.com.au","True","True","True","True","True","True","True","77-79 TAREEDA Way OCEAN GROVE 3226 VIC",-38.2529566,144.5520074
"176",175,"Barridale Lodge","89 Barridale Drive  ","KINGSLEY",6026,"WA","+610893091145","http://www.elderbloom.org.au","False","False","False","False","False","False","False","89 Barridale Drive KINGSLEY 6026 WA",-31.81326,115.79684
"177",176,"BlueCross Tarralla","9 Jackson Street  ","CROYDON",3136,"VIC","+611300133414","http://www.bluecross.com.au/bluecross-tarralla","False","False","False","False","False","False","False","9 Jackson Street CROYDON 3136 VIC",-37.7956806,145.2892535
"178",177,"Benetas St Laurence Court Eaglehawk","112 UPPER CALIFORNIA GULLY Road  ","CALIFORNIA GULLY",3556,"VIC","+611300236382","www.benetas.com.au/eaglehawk","False","False","False","False","False","False","False","112 UPPER CALIFORNIA GULLY Road CALIFORNIA GULLY 3556 VIC",-36.7355684,144.2541946
"179",178,"Dunolly Nursing Home","12 HAVELOCK Street  ","DUNOLLY",3472,"VIC","+610354610483","http://ww.mdhs.vic.gov.au","True","False","False","False","False","False","False","12 HAVELOCK Street DUNOLLY 3472 VIC",-36.8565761,143.7354112
