"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","DESCRIPTION","RELIGION"
3806,"RSL LifeCare at Home South Coast ","20 BAY Street, TWEED HEADS, 2485, NSW","NSW",2485,"TWEED HEADS","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.rsllifecareathome.org.au","northcoastlifecareenquiry@rsllifecare.org.au","+610755369278","TRUE","Make your Home Care Package go further! As a ‘not for profit’ organisation, our focus is on delivering value and choice of quality customised services that will meet your personal needs. We offer an extensive range of tailored services to choose from including; receiving a helping hand in the home or garden, support in maintaining your everyday health, transport, social activities, post-hospital care, nursing and allied health services. 



Why else would you choose the trusted RSL LifeCare at Home team?

• Responsive to your changing needs – The RSL LifeCare team includes registered nurses and professional carers to support your changing needs

• Value for money with no hidden surprises – No joining, exit or hidden fees 

• Ability to deliver multi-day visits 

• No waiting period – We can commence services without delay 

• Supporting you 24 hours a day, 7 days a week



To find out how we can help you or your loved one please call RSL LifeCare at Home today on 1300 853 146",""
3808,"Baldwin Living Spring Gardens","387-421 SPRING Road, DINGLEY VILLAGE, 3172, VIC","VIC",3172,"DINGLEY VILLAGE","09:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://https://baldwinliving.com.au/","lnankivell@baldwinliving.com.au","+610455033187","TRUE","Home Care package services provided in a Retirement Village setting",""
3813,"Samarinda Ashburton Aged Services Inc","286 HIGH Street, ASHBURTON, 3147, VIC","VIC",3147,"ASHBURTON","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.samarinda.org.au","intake@saas.org.au","+611300591464","TRUE","Our vision is that “Every older local deserves to remain connected, engaged and valued in the community they know and love”.

We believe that your home is your special place and it’s a place where you live independently.

Our desire is that you continue to enjoy living the life you want to live. 

We do this by working with you to understand what support and services you’d like and then matching you with one of our many experienced staff that are compatible with your lifestyle.

We believe that you should play the biggest role in designing your support and services and this is why we put you at the centre of decision-making to achieve the life you want to live

Our goal is the same as yours – to assist you to stay healthy and living independently at home",""
3821,"annecto","Level 1, 65-67 BULCOCK Street, CALOUNDRA, 4551, QLD","QLD",4551,"CALOUNDRA","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://annecto.org.au","mildura@annecto.org.au","+610753418208","TRUE","What’s important to me? Living in my own home.



annecto supports you in your home, helping you with what’s important to you, the everyday things. We lighten the load for you and your family by helping with as little or as much as you need. 



It can be difficult to ask for help when you’re used to doing things yourself. You want the right people. People who will listen and take your lead. Our teams are experienced in connecting you to the right people, so you get the most out of your package and the right person for what you need. 



Whether it’s low level support (level 1 and 2 packages) or high level support (level 3 and 4 packages), annecto wants you to enjoy being safe and comfortable at home.



annecto also offers a flexible user pay service, My Support. You can use My Support to add to the support you receive through your Home Care Package.



Speak to annecto about what you need and how we can help.",""
3822,"Murravale Aged Care Facility","6-10 HAYDON Street, MURRURUNDI, 2338, NSW","NSW",2338,"MURRURUNDI",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.murravalemurrurundi.com","murravale@hunterlink.net.au","+610265466668","TRUE","",""
3824,"My Care Solution","Level 1, 204 Portrush Road, TRINITY GARDENS, 5068, SA","SA",5068,"TRINITY GARDENS","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.mycaresolution.com.au","gabby.mcbriarty@mycaresolution.com.au","+6183319922","TRUE","We are changing home care for the better.



My Care Solution is a South Australian owned and operated provider of high quality home care services for older people.



Our unique model of home care includes dedicated care management and one-stop access to the right home support and nursing care services to help you live life independently, fully and with meaning. Those services can range from assisted transport and light housekeeping, to medication management and wound care, to overnight and complex 24 hour home care.



We are not connected to any residential aged care providers – we only specialise in helping our clients live independently at home, wherever home may be.



Our care staff are carefully selected, directly recruited, professionally trained and supported as valued members of the My Care Solution team. Every team member is matched to our culture and we take the time to match the right team member to our clients, to suit both your needs and personality.",""
3826,"Valmar Tumut Districts Aged Assistance Services","66-68 Russell Street, TUMUT, 2720, NSW","NSW",2720,"TUMUT","08:30","16:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.valmar.com.au/","intakehacc@valmar.com.au","+610269479784","TRUE","",""
3828,"Biripi Aged Community Care Home Care Packages","151 MANNING RIVER Drive, TAREE SOUTH, 2430, NSW","NSW",2430,"TAREE SOUTH",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","sdonovan@biripi.org.au","+610265500788","TRUE","",""
3842,"Australian Unity Home Care Service Bowral","44 BOWRAL Street, BOWRAL, 2576, NSW","NSW",2576,"BOWRAL","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services","customercare@australianunity.com.au","+611300160170","TRUE","Australian Unity is an experienced provider of home care services. We’re a mutual company, owned by members, rather than shareholders, that has been proudly supporting the wellbeing of Australians for more than 176 years.

In New South Wales, many of our experienced team members come from the Home Care Service of NSW – a provider of home care services for more than 70 years, that was acquired by Australian Unity in 2015. 

You can rest assured that our friendly and reliable team will take the time to get to know you, so we can create a support tailored to you. 

Depending on your needs, services we can offer you include personal care, shopping, cleaning and gardening, as well as allied health care services, such nursing, physiotherapy and podiatry. If there’s something that we can’t provide ourselves, we’ll do our best to find it for you.",""
3845,"Country Health Connect Coober Pedy Home Care Packages","89 McDougall Street, COOBER PEDY, 5723, SA","SA",5723,"COOBER PEDY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://www.countryhealthconnect.sa.gov.au","countryhealthconnect@sa.gov.au","+611800944912","TRUE","Working with the consumer to determine what support they may need to remain living at home. Home Care Packages provide individually tailored support services delivered using a Consumer Directed Care model. This means the consumer has control over the choices of services and how the budget allocated for the Home Care Package is used to support them in their home. Services can include (but are not limited to) nursing or allied health care, domestic assistance, personal care, meal preparation, home maintenance, assistance with transport for shopping and medical appointments, and social support, based on assessed needs. Services provided are responsive to the consumer's cultural background and lifestyle choices and preferences.",""
3850,"South Eastern Nursing Home Care Assoc","57 COLE Street, SORELL, 7172, TAS","TAS",7172,"SORELL","08:30","16:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","mail@secommunitycare.com.au","+610362691200","TRUE","South Eastern Community Care (SEC Care) is a Tasmanian not-for-profit organisation that has operated for over 40 years.



At SEC Care, we support people from childhood to 65 years and beyond who require assistance to live independently in their homes and community. 



We offer a range of flexible in-home care, community support and centre-based services to people living in Southern Tasmania.",""
3851,"Toowoomba ","15 EDZILL Street, WILSONTON HEIGHTS, 4350, QLD","QLD",4350,"WILSONTON HEIGHTS","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","jessica@mcsnsw.com.au","+610407111036","TRUE","Magenta Community Services prides itself on providing adaptive flexible individualised services by connecting with people and establishing relationships. This would not be possible if we didn’t have an amazing team of support workers throughout NSW and QLD. Magenta has over 150 support workers and this is increasing on a daily basis.

The work we do would not be possible without the support workers who have a wealth of experience knowledge and integrity

Many people would prefer to live independently at home as they get older. If you’re generally able to manage but just need some help with daily tasks, there are support services available to help you.

If you require our services or want to know more information, please contact us.

Contact Us 

Magenta Community Services is an approved provider for:

Home care packages

We can help you with:

Personal Care 

Social Support 

In-Home Support

Transport to Appointments

Meal Preparation 

Shopping 

Gardening 

Maintenance",""
3852,"Carers Home Care Package","80 BEAUREPAIRE Crescent, HOLT, 2615, ACT","ACT",2615,"HOLT","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","tracey.gullo@carersact.org.au","+610262969900","TRUE","Consumer Directed Home Care Package Service",""
3853,"Corryong Health","Kiell Street, CORRYONG, 3707, VIC","VIC",3707,"CORRYONG","08:00","18:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.corryonghealth.org.au","homecare@corryonghealth.org.au","+610260763200","TRUE","Corryong Health serves a geographically isolated population in North-East Victoria  eastern end of Towong Shire and southern New South Wales. Our service area covers Khancoban, Tintaldra, Cudgewa, Lucyvale, Nariel, Towong and Thowgla,   Albury/ Wodonga is the nearest major regional centre 125km’s away. 

Corryong Health is a highly integrated organisation providing a broad range of hospital, residential aged care, medical and primary health and community support services including home care & home care packages, district nursing, meals on wheels, planned activity group, home & garden maintenance, allied health and in-home respite services, which are all located on a single site.",""
